search_keyword,pubDate,title_korean,description_raw,source,link,summary_korean,importance
롯데월드 입장,2026. 7. 8.,"호요버스, '붕괴: 스타레일' 국내 첫 체험 전시 1차 예매 시작",1차 예매는 오는 17일부터 31일까지의 입장권을 대상으로 이날 오후 6시부터 진행된다. 다음 달 1일부터... 잠실 롯데월드 아이스링크 인근 이머시브 플랫폼 딥(DEEP)에서 약 450평 규모로 운영된다. 관람객은 은하열차에...,zdnet.co.kr,https://n.news.naver.com/mnews/article/092/0002429693?sid=105,,
롯데월드 입장,2026. 7. 8.,"붕괴 스타레일, 몰입형 체험 전시 '별 사이를 걷는 회고록' 1차 예매 오...",31일까지 입장할 수 있는 티켓의 구매가 가능하다. 별 사이를 걷는 회고록은 7월 17일부터 8월 31일까지 서울 잠실 롯데월드 아이스링크 B3F 인근 이머시브 플랫폼 딥(DEEP)에서 진행되며 붕괴: 스타레일 IP를 활용한 몰입형...,inven.co.kr,https://m.sports.naver.com/esports/article/442/0000194166,,
롯데월드 입장,2026. 7. 8.,"뮤지컬 '겨울왕국', 잠실 팝업·아이스링크 테마존으로 얼음왕국 확장","8월 13일 샤롯데씨어터에서 한국 초연 개막을 앞두고 롯데백화점 잠실점과 롯데월드 아이스링크에... 롯데백화점과의 컬래버레이션으로 준비된 만큼 도심 한가운데에 나타난 얼음 왕국을 콘셉트로, 입장과 동시에...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16127336,,
롯데월드 입장,2026. 7. 8.,[재개발ㆍ재건축 탐방] (22) 27세 청년 조합장의 도전… “모든 세대가...,"남향 거실에서는 한강을 중심으로 롯데월드타워, 잠실종합운동장, 삼성동 현대차 신사옥 예정지... 않겠다”는 입장이다. 현재 조합은 설계자와 정비사업전문관리업자 선정 입찰을 진행 중이며, 전 세대 남향ㆍ한강 조망...",dnews.co.kr,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202607061257003410076,,
롯데월드 입장,2026. 7. 7.,“둘이서 일본여행 300만원 깨진다”…역대급 해외여행비에 휴가철 앞두...,실제 여행객 입장에서는 항공권과 숙박비가 동시에 오르면서 체감 부담이 더 커지고 있다. 성인 2명이... 앞서 롯데월드 역시 자유이용권 성인 요금을 6만7000원으로 4.7% 올렸다. 높아진 여행 비용은 소비자들의 체감...,biz.heraldcorp.com,https://n.news.naver.com/mnews/article/016/0002666556?sid=101,,
롯데월드 입장,2026. 7. 7.,하루 임차료 1000만원에도 줄 선 브랜드…상반기 팝업 2100개,잠실 롯데월드몰 역시 86개에서 150개로 늘렸다. 소셜미디어에서 인기 있는 식음료 브랜드의 팝업을 늘리며... “브랜드 입장에서도 만지고 경험하게 함으로써 소비자들을 ‘팬’으로 만들 수 있다는 강점에 선호도가...,edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006324162?sid=101,,
롯데월드 입장,2026. 7. 6.,"개봉 앞둔 '호프', 예매량 10만 돌파…시사회→무대인사 일정 관심","6일 영화진흥위원회 영화관입장권 통합전산망에 따르면 이날 오후 10시 기준 예매율 1위는 '호프'다. 106... '호프' 개봉 전 시사회는 오는 13일 롯데시네마 월드타워에서 열린다. 나홍진 감독, 배우 황정민, 조인성...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16125585,,
롯데월드 입장,2026. 7. 6.,상업용 오피스텔 보유해도 유주택자? 국토부 비공개 내부지침에 혼선,"서울 송파구 롯데월드타워에서 바라본 모습 /사진=뉴스1#지난달 A씨는 재건축 사업이 속도를 내고 있는 서울... 서울시는 국토교통부의 내부 지침에 따라 상업용 오피스텔도 주택으로 판단하고 있다는 입장이지만, 국토부는...",news.mtn.co.kr,https://news.mtn.co.kr/news-detail/2026070617021224864,,
롯데월드 입장,2026. 7. 6.,"'성수 르엘 S70' 현실화···롯데건설, 서울 최대 재개발 수주전 승리",준수하겠다는 입장을 지속적으로 강조했다. 제안 내용에서도 조합원들의 관심을 끌 요소를 다수 담았다.... 롯데건설이 롯데월드타워와 시그니엘 등을 통해 축적한 초고층 시공 경험과 하이엔드 브랜드 '르엘'의 프리미엄...,smartbizn.com,https://www.smartbizn.com/news/articleView.html?idxno=147796,,
롯데월드 입장,2026. 7. 5.,"[현장]성수4지구, 롯데건설 택했다…대우와 3년 8개월 만 재대결 승리","빨간 넥타이를 메고 총회장으로 입장하는 오일근 롯데건설 대표이사(첫번째)./사진=미디어펜 조태민 기자... 국내 최고층인 123층, 555m 규모 롯데월드타워 시공 경험을 바탕으로 초고층 구조와 품질관리, 공기 관리...",mediapen.com,https://www.mediapen.com/news/view/1108296,,
롯데월드 입장,2026. 7. 5.,"""150만원 우습게 깨져요""…여름휴가 앞두고 40대女 결국",주요 관광지 입장료도 오름세다. 국내 최대 호텔리조트 기업인 소노는 오는 11일부터 워터파크 가격을... 앞서 롯데월드도 자유이용권 성인 가격을 6만 7000원으로 4.7% 올렸다. 리서치 기업 피앰아이 설문에 따르면...,hankyung.com,https://n.news.naver.com/mnews/article/015/0005306370?sid=103,,
롯데월드 입장,2026. 7. 5.,"[르포] 성수4지구 시공사 선정 총회, 마지막 총력전…사장도 총출동","조합원들은 행사장에 입장하며 양사가 내건 조건을 다시 한번 꼼꼼히 살피는 등 신중한 모습을 보였다.... 오일근 사장은 조합원들에게 ""롯데월드 타워, 시그니엘의 초고층 기술력과 새로운 주거의 기준을 성수...",newspim.com,https://www.newspim.com/news/view/20260705000097,,
롯데월드 입장,2026. 7. 5.,성수4지구 시공사 선정 디데이…롯데·대우 대표 나서 한 표 호소[TF현장...,"양사 직원들은 ""기호 1번 롯데건설입니다"", ""기호 2번 대우건설입니다""를 외치며 입장하는 조합원들에게... 데이비드 치퍼필드와 LERA 등 해외 전문가를 참여시킨 설계와 '르엘' 브랜드, 롯데월드타워 시공 경험을...",news.tf.co.kr,https://n.news.naver.com/mnews/article/629/0000513247?sid=101,,
롯데월드 입장,2026. 7. 5.,'한국 최초 상륙' 한 달도 안 남았다…'121층' 서울 상공 뒤흔들 美 대작,서울 송파구 롯데월드타워 전망대 '서울스카이'는 7월 3일부터 8월 31일까지 영화 '스파이더맨: 브랜드 뉴... 방문객들은 지하 1층 입장 동선에서부터 최고 전망층에 이르기까지 건물 전체를 아우르는 화려한 미디어 연출을...,tvreport.co.kr,https://m.entertain.naver.com/article/213/0001393220,,
롯데월드 입장,2026. 7. 5.,"[현장] '논란의 수주전' 마침표 찍는다... 성수4지구, 시공사 선정 총회...",성수4지구 시공사 선정 총회 장소로 입장하는 김보현 대우건설 대표. 사진=시장경제DB 총회를 하루 앞둔... '청담 르엘'과 '잠실 르엘'을 통해 축적한 하이엔드 브랜드 경쟁력과 롯데월드타워 시공 경험을 바탕으로 성수를...,meconomynews.com,https://www.meconomynews.com/news/articleView.html?idxno=132521,,
롯데월드 입장,2026. 7. 4.,"성수4지구 시공사 5일 결정…롯데·대우, 1.3조 한강변 수주전 결판","최저 이주비 조건 역시 감정가가 낮은 조합원을 위한 경쟁 조건이라는 입장을 냈다. 성동구는 롯데건설의... 롯데월드타워 시공 경험과 글로벌 설계사 협업, 최고 수준의 내진 설계를 강점으로 내세우고 있다....",4th.kr,http://www.4th.kr/news/articleView.html?idxno=2114225,,
롯데월드 입장,2026. 7. 3.,"'K-호러 vs 레트로 촌캉스'…테마파크 여름축제, 취향대로 즐긴다",사진=롯데월드 제공  더위를 피하려면 물만 맞으면 될까. 국내 주요 테마파크들이 등골까지 서늘하게 만드는... 특히 7월 한 달간 꽃무늬나 땡땡이 등 레트로 촌캉스 바지를 입고 방문하면 입장권을 50% 이상 할인된 가격에...,daily.hankooki.com,https://daily.hankooki.com/news/articleView.html?idxno=1382586,,
롯데월드 입장,2026. 7. 3.,"CJ온스타일, 미니언즈 시사회 패키지 단독 판매","행사는 오는 7월 10일부터 11일까지 롯데시네마 월드타워점에서 열린다. 패키지 구매자는 공식 개봉 전... 유통 플랫폼 입장에서는 단발성 협업에 그치지 않고, 방송 콘텐츠 완성도와 오프라인 운영 경험, 구매 이후...",koreastocknews.com,http://www.koreastocknews.com/news/articleView.html?idxno=119532,,
롯데월드 입장,2026. 7. 3.,"나홍진 '호프', 황정민·조인성과 3주간 전국 무대인사","이날 나홍진 감독과 배우 황정민, 조인성, 정호연, 음문석이 CGV 용산아이파크몰과 롯데시네마 월드타워를... 이야기는 이 과정에서 드러나는 각 인물의 입장 차이와 선택을 따라가며, 사건이 점차 커지는 양상을 그린다....",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16122421,,
롯데월드 입장,2026. 7. 3.,"""쇼핑 성지""로 거듭난 한국…백화점업계, 외국인 고객 유치戰 '활활'","이는 글로벌 금융위기 직후인 2009년 3월 이후 가장 높은 수준으로, 외국인 입장에서는 쇼핑 비용이 그만큼... 일례로 잠실 롯데월드몰, 신세계백화점 강남점, 더현대서울 등은 단순 쇼핑뿐 아니라 사진 촬영과 식음(F&B)...",youthdaily.co.kr,https://www.youthdaily.co.kr/news/article.html?no=222139,,
롯데월드 입장,2026. 7. 2.,"오시리아 테마파크, 실내형 스포츠파크 개장으로 '사계절 관광지' 도약","2021년 스카이라인 루지를 시작으로 2022년 롯데월드 어드벤처 부산, 2023년 짚라인 등이 순차적으로 문을... 있다는 입장이다. 시설 조성과 용지 공급, 운영, 안전관리, 인허가 기능이 각각 민간 사업자와 부산시, 기장군...",ajunews.com,https://www.ajunews.com/view/20260702153223820,,
롯데월드 입장,2026. 7. 2.,롯데타워 점령한 스파이더맨?... 서울 하늘 위 '슈퍼히어로' 체험,사진=서울스카이 제공 롯데월드타워 전망대 서울스카이가 다음 달 3일부터 8월 31일까지 소니 픽처스 영화... 방문객은 입장 동선부터 전망층까지 이어지는 미디어 연출을 통해 스파이더맨이 고층 건물 사이를 활강하는...,ggilbo.com,https://www.ggilbo.com/news/articleView.html?idxno=1166283,,
롯데월드 입장,2026. 7. 1.,"CJ온스타일, '미니언즈' 세계관 라방으로 구현…시사회·굿즈 결합 패키...","이번 패키지는 오는 7월 10~11일 롯데시네마 월드타워점에서 열리는 '미니언즈 런투 시네마' 행사 입장권을 비롯해 신작 영화 '미니언즈 & 몬스터즈' 사전 시사회, 10만원 상당의 한정판 미니언즈 굿즈, 오프라인 체험...",megaeconomy.co.kr,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065601485550712,,
롯데월드 입장,2026. 7. 1.,"CJ온스타일, '미니언즈' 라방 단독 진행... ""팬덤 콘텐츠 커머스 확대""","해당 패키지는 오는 10~11일 롯데시네마 월드타워점에서 열리는 신작 영화 '미니언즈 & 몬스터즈' 사전 시사회 입장권과 한정판 굿즈, 현장 체험 프로그램 등을 결합한 상품이다. 구매 고객은 정식 개봉에 앞서 영화를...",thefirstmedia.net,http://www.thefirstmedia.net/news/articleView.html?idxno=202722,,
롯데월드 입장,2026. 7. 1.,[창간15주년]숫자로 보는 상반기 게임업계,"지급했다는 입장이다. 하운드13은 스팀 버전을 이달 중 출시하겠다고 밝힌 가운데, 웹젠은 자체 퍼블리싱... 롯데월드와 협업해 600평 규모 공간을 '메이플스토리' IP로 꾸민 메이플 아일랜드를 운영하고 있으며 '아크...",fomos.kr,https://m.sports.naver.com/esports/article/236/0000255735,,
롯데월드 입장,2026. 7. 1.,[공기업 센터] 부산도시공사·한국마사회 부산경남·부산항만공사,"오시리아관광단지 테마파크는 2021년 스카이라인 루지, 2022년 롯데월드 어드벤처 부산, 2023년 짚라인에... 입장료는 오전권(오전 10시~오후 1시45분)과 오후권(오후 2시~5시45분) 모두 1인 5천 원이다. 외부 음식물 반입이...",iminju.net,http://www.iminju.net/news/articleView.html?idxno=166042,,
에버랜드 입장,2026. 7. 9.,레고랜드 이용권 50% 할인,"프로그램으로, 입장객 누구나 참여할 수 있다. 11일부터 8월 30일까지 매주 토·일요일에는 보드게임, 컬러링 프로그램처럼 다양한 무료 체험 콘텐츠를 가족 단위로 즐길 수 있는 ‘플레이존’을 운영한다. 에버랜드...",munhwa.com,https://n.news.naver.com/mnews/article/021/0002803449?sid=103,,
에버랜드 입장,2026. 7. 8.,"2026 강원 국제 모터 페스타, 18일 인제서 개막…나이트 레이스로 여름...","올 시즌 총 8라운드로 편성된 슈퍼레이스는 용인 에버랜드 스피드웨이, 영암 코리아 인터내셔널 서킷, 인제... 확대로 이어질지도 관심사다. 2026 강원 국제 모터 페스타 입장권은 온라인 예매 플랫폼 'NOL티켓'에서 판매된다.",dailysportshankook.co.kr,https://www.dailysportshankook.co.kr/news/articleView.html?idxno=430862,,
에버랜드 입장,2026. 7. 8.,jTBC 사태와 터널링(부당지원) 의혹,"SLL중앙 입장에서는 개꿀이지만, jTBC 입장에서는 완전 노예계약이다. 기형적인 밸류체인인 것이다. 결국... 에버랜드 전환사채 불법 승계때도 매우 신랄하게 비판했었다. 하지만 그 비판의 칼은 자신의 사주일가...",ngonews.kr,https://www.ngonews.kr/news/articleView.html?idxno=232431,,
에버랜드 입장,2026. 7. 6.,에버랜드 점령한 아이브 멤버들 목격담 확산에 팬들 성지순례,매장 입장 후 에버랜드 모바일앱으로 스페셜 패스를 예약하면 원하는 멤버의 포토패스를 수령할 수 있다. 패스 뒷면 QR코드를 통해 모바일 미션을 완료한 이용자에게는 한정판 포토카드를 추가로 증정한다....,sports.donga.com,https://n.news.naver.com/mnews/article/382/0001281799?sid=103,,
에버랜드 입장,2026. 7. 6.,[Who Is ?] 장인화 포스코홀딩스 대표이사 회장,"'국내 1호 재난 안전 박사학위 보유자'로 알려진 그는 삼성에버랜드, 삼성물산 리조트부문의 안전총괄을... 나란히 입장하고 있다. <연합뉴스> △2030년 그룹 시가총액 200조 목표 제시 장인화는 포스코그룹의 시가...",businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=441344,,
에버랜드 입장,2026. 7. 5.,"촌캉스 바지 입고 가면 반값…에버랜드, '촌캉스 밤마실' 이벤트 진행","에버랜드, '촌캉스 밤마실' 스페셜 이벤트 진행 (사진=에버랜드) 삼성물산 리조트부문이 운영하는... 7월 한 달간 꽃무늬나 땡땡이 패턴의 레트로 바지를 입고 방문하면 2만 5000원에 입장할 수 있다. 정상가 대비 최대 50...",edaily.co.kr,https://n.news.naver.com/mnews/article/018/0006323136?sid=103,,
에버랜드 입장,2026. 7. 4.,"아이브, 에버랜드와 '포에버 아이브'로 여름 콜라보 전개","에버랜드 입장권과 함께 포토패스 1종, 모바일 미션 콘텐츠를 묶은 형태로, 이용객들이 놀이공원 곳곳을 돌며 미션을 수행하는 과정에서 자연스럽게 아이브와 공식 캐릭터 '미니브(MINIVE)'의 세계관을 접하도록...",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16123550,,
에버랜드 입장,2026. 7. 3.,"[김성주 더봄] 코스프레, 모방의 생태학","입장료가 1만8000원이란다. 안내요원이 두 번이나 말해준다. 뭣도 모르는 중년으로 생각한 모양이다. 입장권을... 삼성에버랜드에서 오랫동안 '환상의 나라'를 설계하며 쌓은 노하우를 바탕으로, 현재는 슬로우빌리지...",womaneconomy.co.kr,https://www.womaneconomy.co.kr/news/articleView.html?idxno=255649,,
에버랜드 입장,2026. 7. 2.,"[유통레이더] 이마트, LG생건과 손잡고 초저가 순면 생리대 출시…“개...","에버랜드가 7~8월 두 달간 낮에는 시골 테마 체험존, 밤에는 세계 길거리음식 야시장을 즐기는 '촌캉스 밤마실' 이벤트를 연다고 2일 밝혔다. 꽃무늬나 땡땡이 패턴 등 레트로 촌캉스룩을 입고 방문하면 최대 50% 입장료...",mydaily.co.kr,https://n.news.naver.com/mnews/article/117/0004080956?sid=103,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 시골 감성·세계 야시장 담은 여름 축제 '촌캉스 밤마실' 진행","▲에버랜드, '촌캉스 밤마실' 스페셜 이벤트 삼성물산 리조트부문이 운영하는 에버랜드는 여름방학과... 7월에는 꽃무늬나 땡땡이 무늬 등 촌캉스 복장을 착용한 방문객을 대상으로 입장권 할인과 '루이&후이의 촌캉스...",thefirstmedia.net,http://www.thefirstmedia.net/news/articleView.html?idxno=202932,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 시즌 '촌캉스 밤마실' 스페셜 이벤트 진행",2만5천원에 에버랜드를 이용할 수 있는 특별 프로모션을 진행한다. 뿐만 아니라 4일부터 오픈하는 '루이&후이의 촌캉스' 테마 체험존에 우선 입장할 수 있는 혜택도 함께 제공된다. 축제콘텐츠존에 마련된 촌캉스...,kgnews.co.kr,https://www.kgnews.co.kr/news/article.html?no=902326,,
에버랜드 입장,2026. 7. 2.,"""낮에는 시골 바캉스, 밤에는 야시장""…에버랜드, 여름 '촌캉스 밤마실...",에버랜드는 7월 한 달간 레트로 촌캉스 바지를 입고 방문한 고객에게 입장권 할인 혜택을 제공한다. 꽃무늬나 땡땡이 무늬 등 촌캉스 콘셉트의 바지를 입으면 정상가보다 50% 이상 낮은 2만5000원에 에버랜드를 이용할 수...,hankyung.com,https://n.news.naver.com/mnews/article/015/0005305517?sid=101,,
에버랜드 입장,2026. 7. 2.,여름방학 어디 갈까? 에버랜드 촌캉스·불꽃쇼·야시장 한 번에 즐긴다,에버랜드가 여름방학과 휴가철을 맞아 7~8월 두 달간 특별 여름 축제 '촌캉스 밤마실'을 선보인다. 이번... 2만5천원에 입장할 수 있는 특별 프로모션이 진행된다. 또한 4일부터 운영되는 '루이&후이의 촌캉스' 테마 체험존...,kizmom.com,https://www.kizmom.com/news/articleView.html?idxno=111314,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 '촌캉스 밤마실' 연다…판다 테마존부터 야시장까지",에버랜드는 7~8월 본격적인 여름방학과 휴가철을 맞아 '촌캉스 밤마실' 스페셜 이벤트를 진행한다고 2일... 오는 4일 개장하는 '루이&후이의 촌캉스' 테마 체험존 우선 입장 혜택도 제공한다. 촌캉스 테마존에서는 시골...,mt.co.kr,https://n.news.naver.com/mnews/article/008/0005380508?sid=103,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 7·8월 ‘촌캉스 밤마실’ 연다",에버랜드는 7월 한 달간 레트로 촌캉스 바지를 입고 방문한 고객에게 입장권 할인 혜택을 제공한다. 꽃무늬나 땡땡이 무늬 등 촌캉스 콘셉트의 바지를 입으면 정상가보다 50% 이상 낮은 2만5000원에 에버랜드를 이용할 수...,sedaily.com,https://n.news.naver.com/mnews/article/011/0004637362?sid=103,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 판다 테마 촌캉스·세계 야시장 선보인다",7월 한 달간 꽃무늬나 땡땡이 패턴 등 레트로풍 촌캉스 바지를 입고 방문하는 고객은 2만5000원에 에버랜드를 이용할 수 있다. 4일부터 문을 여는 '루이&후이의 촌캉스' 테마 체험존 우선 입장 기회도 제공된다. 촌캉스...,newsquest.co.kr,https://www.newsquest.co.kr/news/articleView.html?idxno=268937,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 시즌 ‘촌캉스 밤마실’ 이벤트 연다",삼성물산 리조트부문이 운영하는 에버랜드가 여름방학과 휴가철을 맞아 7~8월 ‘촌캉스 밤마실’ 스페셜... 2만5000원에 입장할 수 있다. 또 4일부터 운영되는 ‘루이&후이의 촌캉스’ 체험존 우선 입장 혜택도 제공한다....,biz.heraldcorp.com,https://n.news.naver.com/mnews/article/016/0002664649?sid=101,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 더위 나기에 제격 ‘촌캉스 밤마실’ 운영",대상으로 에버랜드 이용권을 2만5000원에 구매할 수 있는 프로모션이 진행된다. 이와 함께 4일부터 운영되는 ‘루이&후이의 촌캉스’ 테마 체험존 우선 입장 혜택도 제공된다. 축제콘텐츠존에 조성되는 촌캉스...,etoday.co.kr,https://www.etoday.co.kr/news/view/2599503,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름방학 맞아 '촌캉스 밤마실' 이벤트 진행",삼성물산 리조트부문이 운영하는 에버랜드는 오는 8월까지 여름방학과 휴가철을 맞아 '촌캉스 밤마실... 이 달 꽃무늬나 땡땡이 패턴 등 레트로 촌캉스 바지를 입고 방문하면 최대 50% 이상 할인된 2만5000원에 입장할 수...,etnews.com,https://n.news.naver.com/mnews/article/030/0003443656?sid=101,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 시즌 '촌캉스 밤마실' 스페셜 이벤트 진행",2만5천원에 에버랜드를 이용할 수 있는 특별 프로모션을 진행한다. 뿐만 아니라 4일부터 오픈하는 '루이&후이의 촌캉스' 테마 체험존에 우선 입장할 수 있는 혜택도 함께 제공된다. 축제콘텐츠존에 마련된 촌캉스...,edu.donga.com,https://edu.donga.com/news/articleView.html?idxno=109513,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 시즌 '촌캉스 밤마실' 스페셜 이벤트 진행",2만5000원에 에버랜드를 이용할 수 있는 특별 프로모션을 진행한다. 뿐만 아니라 4일부터 오픈하는 '루이&후이의 촌캉스' 테마 체험존에 우선 입장할 수 있는 혜택도 함께 제공된다. 축제콘텐츠존에 마련된 촌캉스...,view.asiae.co.kr,https://n.news.naver.com/mnews/article/277/0005784484?sid=101,,
에버랜드 입장,2026. 7. 2.,'촌캉스'가 에버랜드에 떴다…반값 할인에 야시장까지,에버랜드는 이달 한 달간 꽃무늬나 물방울 패턴 등 레트로 촌캉스 바지를 입고 방문하는 이용객에게 이용권 반값 할인 혜택을 제공한다. 아울러 오는 4일부터 문이 열리는 '루이&후이의 촌캉스' 테마 체험존에 우선 입장할...,news1.kr,https://n.news.naver.com/mnews/article/421/0009036257?sid=103,,
에버랜드 입장,2026. 7. 2.,"에버랜드, 여름 시즌 '촌캉스 밤마실' 스페셜 이벤트",2만5000원에 에버랜드를 이용할 수 있는 특별 프로모션이 진행된다. 여기에 4일부터 운영되는 ‘루이&후이의 촌캉스’ 테마 체험존에 우선 입장할 수 있는 혜택도 함께 제공된다. 축제 콘텐츠존에 마련된 촌캉스...,g-enews.com,https://www.g-enews.com/view.php?ud=202607020830231540a96f092d0c_1,,
에버랜드 입장,2026. 7. 1.,"캐리비안 베이, '워터 뮤직 풀파티' 라인업 공개","오는 7월 3일부터 8월 30일까지 캐리비안 베이 이용객은 당일 원하는 시간에 에버랜드를 무료로 입장할 수 있어, 워터파크와 에버랜드의 '워터 페스티벌'을 하루에 모두 즐길 수 있다. 자세한 이용 정보는 캐리비안...",ggilbo.com,https://www.ggilbo.com/news/articleView.html?idxno=1166171,,
공간대여,2026. 7. 9.,"여름의 옥천, 자연 속 휴식과 역사 탐방이 어우러진 가볼 만한 곳","관련 물품과 함께 앞치마, 허브티 등 여러 제품이 전시되어 소량부터 박스 단위까지 구매가 가능하다. 이곳은 음료와 디저트에 대한 소통의 장을 제공하며, 매장 운영 관련 상담이나 사진 촬영을 위한 공간 대여도 지원한다.",joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=529462,,
공간대여,2026. 7. 9.,[유통가 오늘] CUㆍ롯데홈쇼핑ㆍ유한킴벌리ㆍ이랜드파크,"로컬 푸드 연계 판매 공간도 별도로 조성해 지역 주민과의 상생을 도모하며 새로운 편의점 모델을 제시하고... 패키지는 ▲식사 메뉴(한식·양식 중 택1), ▲음주류 무제한 혜택, ▲생일 케이크, ▲돌상차림, ▲돌복 대여...",cnbnews.com,https://www.cnbnews.com/news/articleView.html?idxno=1007570,,
공간대여,2026. 7. 9.,[민주 라이프] 골프존·신라호텔·이랜드파크·휘닉스파크앤리조트,"행사는 15층 메인 연회장 센트럴파크에서 진행되며 실제 돌잔치 분위기를 체험할 수 있는 공간을 선보인다.... 식사 메뉴와 돌상차림, 돌복 대여, 성장 동영상 제작, 전문 사회자 서비스 등을 포함했으며 8인 가족...",iminju.net,http://www.iminju.net/news/articleView.html?idxno=166437,,
공간대여,2026. 7. 9.,"켄싱턴호텔 여의도, 맞춤형 돌잔치 페어 연다","이번 페어는 아이의 첫 생일을 호텔 연회 공간에서 준비하려는 고객을 겨냥했다. 가족 규모와 예산, 선호하는... 해당 상품은 식사, 음주류, 생일 케이크, 돌상차림, 돌복 대여, 성장 동영상 제작, 전문 사회자 서비스 등을 한...",thepowernews.co.kr,https://www.thepowernews.co.kr/view.php?ud=202607091325438958de3f0aa1be_7,,
공간대여,2026. 7. 9.,"인공지능 시대, 책이 묻고 사람이 답하다","작가 강연, 북토크, 사인회 등 독자 참여 프로그램 운영비부터 부스 장비 대여, 온·오프라인 홍보비까지... 음악과 책을 결합한 돛과 닻의 감성적인 음향 장비 부스, 작가의 작업실을 그대로 옮겨놓은 듯한 서사원의 공간...",korea.kr,https://www.korea.kr/news/reporterView.do?newsId=148967583&call_from=naver_news,,
공간대여,2026. 7. 9.,"켄싱턴호텔 여의도, 돌잔치 페어 17일 개최","행사장에는 실제 돌잔치 분위기를 볼 수 있는 공간 연출도 마련된다. 호텔 측은 고객이 계약 전 행사장... 올인클루시브 패키지에는 식사 메뉴, 음주류 무제한 혜택, 생일 케이크, 돌상차림, 돌복 대여, 성장 동영상 제작...",newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=709591,,
공간대여,2026. 7. 9.,"이랜드파크 켄싱턴호텔 여의도, 프리미엄 '돌잔치 페어' 개최···'골드...","있는 공간 연출을 선보일 계획이다. 행사 당일 계약을 체결한 고객에게는 대관료 면제, 생일 케이크, 전문... 패키지는 ▲식사 메뉴(한식·양식 중 택1) ▲음주류 무제한 혜택 ▲생일 케이크 ▲돌상차림 ▲돌복 대여...",ngonews.kr,https://www.ngonews.kr/news/articleView.html?idxno=232529,,
공간대여,2026. 7. 9.,"서대문구, 초등학생 가족 8팀과 떠나는 여름밤 별자리 여행… 쌍안경 4...",참가 가족에게는 별자리 관찰에 활용할 수 있는 쌍안경을 4주 동안 무료로 대여해 일회성 행사에 그치지 않고 집과 생활 공간에서도 밤하늘을 꾸준히 관찰할 수 있도록 지원한다. 이번 프로그램은 '과학 도구 빌려주는...,gukjenews.com,https://www.gukjenews.com/news/articleView.html?idxno=3630926,,
공간대여,2026. 7. 9.,"켄싱턴호텔 여의도, 프리미엄 돌잔치 페어 개최…맞춤형 상담·혜택 강...","돌잔치 공간을 구현해 고객들이 행사 분위기를 직접 체험할 수 있도록 했다. 행사 당일 계약 고객에게는... 패키지는 식사 메뉴(한식·양식 선택), 무제한 음주류, 생일 케이크, 돌상차림, 돌복 대여, 성장 동영상 제작...",dailysmart.co.kr,http://www.dailysmart.co.kr/news/articleView.html?idxno=126692,,
공간대여,2026. 7. 9.,"켄싱턴호텔 여의도, 돌잔치 페어 '픽 유어 퍼스트' 개최","맞춤형 공간 연출도 선보일 계획이다. 행사 당일 계약한 고객에게는 대관료, 생일 케이크, 전문 사회자... 이 패키지는 식사 메뉴(한식·양식 중 택1), 음주류 무제한 혜택, 생일 케이크, 돌상차림, 돌복 대여, 성장 동영상...",nextdaily.co.kr,https://www.nextdaily.co.kr/news/articleView.html?idxno=251166,,
공간대여,2026. 7. 9.,선유도해수욕장 올여름 '가족 휴양지'로 진화한다,"휴식·체험 공간을 확대하는 등 운영 전반을 새롭게 개편했다. 가장 눈에 띄는 변화는 무료 편의서비스 확대다. 백사장에는 파라솔 100개를 무료로 설치·대여하고, 물놀이 안전을 위해 구명조끼 700벌도 무상으로 제공한다....",jeollailbo.com,http://www.jeollailbo.com/news/articleView.html?idxno=804893,,
공간대여,2026. 7. 9.,영암 월출산기찬랜드 11일 개장… 문화·체험 콘텐츠 대폭 확대,"휴양공간으로 관광객을 맞이할 예정이다. 군은 개장 행사와 가족 참여형 체험 프로그램, 주말 공연 등... 특히 풀장 주변에 울창한 소나무 숲산림욕장이 조성돼 있고, 대여 가능한 평상과 정자가 잘 구비돼 있다. 지정된...",cnbnews.com,https://www.cnbnews.com/news/articleView.html?idxno=1007522,,
